max_phase,molecule_chembl_id,pref_name
4.0,CHEMBL64,ISONIAZID
4.0,CHEMBL468,THALIDOMIDE
4.0,CHEMBL472,GLYBURIDE
4.0,CHEMBL476,DACARBAZINE
4.0,CHEMBL479,THIORIDAZINE
4.0,CHEMBL480,LANSOPRAZOLE
4.0,CHEMBL71,CHLORPROMAZINE
4.0,CHEMBL488,AMINOGLUTETHIMIDE
4.0,CHEMBL79,LIDOCAINE
4.0,CHEMBL81,RALOXIFENE
3.0,CHEMBL269671,ARTEMISININ
4.0,CHEMBL85,RISPERIDONE
4.0,CHEMBL428647,PACLITAXEL
4.0,CHEMBL496,HEXACHLOROPHENE
4.0,CHEMBL498,CHLORPROPAMIDE
4.0,CHEMBL499,TIMOLOL
4.0,CHEMBL500,PINDOLOL
4.0,CHEMBL11359,CISPLATIN
4.0,CHEMBL267345,AMPHOTERICIN B
4.0,CHEMBL91,MICONAZOLE
4.0,CHEMBL93,ZILEUTON
4.0,CHEMBL503,LOVASTATIN
4.0,CHEMBL504,DIMETHYL SULFOXIDE
4.0,CHEMBL513,CARMUSTINE
3.0,CHEMBL12948,SEMUSTINE
4.0,CHEMBL514,LOMUSTINE
4.0,CHEMBL515,CHLORAMBUCIL
2.0,CHEMBL267648,PEFLOXACIN
4.0,CHEMBL521,IBUPROFEN
4.0,CHEMBL526,PROPOFOL
4.0,CHEMBL527,PIROXICAM
4.0,CHEMBL101,PHENYLBUTAZONE
4.0,CHEMBL529,AZITHROMYCIN
4.0,CHEMBL532,ERYTHROMYCIN
4.0,CHEMBL103,PROGESTERONE
-1.0,CHEMBL541,BENZOIC ACID
4.0,CHEMBL104,CLOTRIMAZOLE
4.0,CHEMBL105,MITOMYCIN
4.0,CHEMBL106,FLUCONAZOLE
4.0,CHEMBL547,ISOTRETINOIN
4.0,CHEMBL14376,ILOPERIDONE
4.0,CHEMBL107,COLCHICINE
4.0,CHEMBL108,CARBAMAZEPINE
4.0,CHEMBL109,VALPROIC ACID
4.0,CHEMBL562,GRISEOFULVIN
4.0,CHEMBL563,FLURBIPROFEN
4.0,CHEMBL565,CLOFIBRATE
4.0,CHEMBL112,ACETAMINOPHEN
4.0,CHEMBL113,CAFFEINE
4.0,CHEMBL16073,PHENACETIN
4.0,CHEMBL567,PERPHENAZINE
4.0,CHEMBL15770,SULINDAC
3.0,CHEMBL15768,CAMPHOR
4.0,CHEMBL571,KETOPROFEN
4.0,CHEMBL572,NITROFURANTOIN
3.0,CHEMBL278172,BENZOCAINE
4.0,CHEMBL580,LORAZEPAM
4.0,CHEMBL114,SAQUINAVIR
4.0,CHEMBL116,AMPRENAVIR
4.0,CHEMBL585,TRIAMTERENE
4.0,CHEMBL118,CELECOXIB
4.0,CHEMBL17157,TERFENADINE
4.0,CHEMBL596,FENTANYL
4.0,CHEMBL121,ROSIGLITAZONE
4.0,CHEMBL18442,PLERIXAFOR
4.0,CHEMBL599,MELOXICAM
4.0,CHEMBL19019,NALTREXONE
4.0,CHEMBL603,ZAFIRLUKAST
4.0,CHEMBL122,ROFECOXIB
4.0,CHEMBL19236,MOXONIDINE
4.0,CHEMBL608,PROBUCOL
4.0,CHEMBL19299,LOXOPROFEN
4.0,CHEMBL614,PYRAZINAMIDE
3.0,CHEMBL20883,TEGAFUR
4.0,CHEMBL127,MEROPENEM
4.0,CHEMBL622,ETODOLAC
4.0,CHEMBL625,THIABENDAZOLE
3.0,CHEMBL277474,ANTIPYRINE
4.0,CHEMBL628,PENTOXIFYLLINE
4.0,CHEMBL24944,TRIBROMSALAN
4.0,CHEMBL128,SUMATRIPTAN
4.0,CHEMBL632,BETAMETHASONE
4.0,CHEMBL635,PREDNISONE
4.0,CHEMBL129,ZIDOVUDINE
4.0,CHEMBL130,CHLORAMPHENICOL
4.0,CHEMBL131,PREDNISOLONE
4.0,CHEMBL650,METHYLPREDNISOLONE
4.0,CHEMBL134,CLONIDINE
4.0,CHEMBL22242,REMOXIPRIDE
4.0,CHEMBL656,OXYCODONE
4.0,CHEMBL135,ESTRADIOL
4.0,CHEMBL661,ALPRAZOLAM
4.0,CHEMBL137,METRONIDAZOLE
4.0,CHEMBL672,FENOFIBRATE
4.0,CHEMBL679,EPINEPHRINE
4.0,CHEMBL685,MEBENDAZOLE
4.0,CHEMBL139,DICLOFENAC
4.0,CHEMBL686,MEFENAMIC ACID
4.0,CHEMBL689,MANNITOL
4.0,CHEMBL691,ETHINYL ESTRADIOL
4.0,CHEMBL695,TRIMETHADIONE
4.0,CHEMBL696,ETHOSUXIMIDE
4.0,CHEMBL698,TETRACAINE
2.0,CHEMBL24441,BETAHISTINE
4.0,CHEMBL701,BACLOFEN
4.0,CHEMBL24778,SILODOSIN
4.0,CHEMBL710,FINASTERIDE
4.0,CHEMBL711,PHENINDIONE
4.0,CHEMBL712,ANISINDIONE
4.0,CHEMBL141,LAMIVUDINE
4.0,CHEMBL714,ALBUTEROL
4.0,CHEMBL715,OLANZAPINE
4.0,CHEMBL717,MEDROXYPROGESTERONE ACETATE
4.0,CHEMBL720,BENZYL ALCOHOL
4.0,CHEMBL723,CARVEDILOL
4.0,CHEMBL727,THIOGUANINE
4.0,CHEMBL728,PROCHLORPERAZINE
4.0,CHEMBL741,LAMOTRIGINE
4.0,CHEMBL744,RILUZOLE
4.0,CHEMBL748,PRALIDOXIME CHLORIDE
4.0,CHEMBL772,RESERPINE
4.0,CHEMBL781,MAZINDOL
4.0,CHEMBL290106,BITHIONOL
4.0,CHEMBL783,NATEGLINIDE
4.0,CHEMBL788,IDOXURIDINE
4.0,CHEMBL34259,METHOTREXATE
4.0,CHEMBL799,CILOSTAZOL
4.0,CHEMBL802,MINOXIDIL
4.0,CHEMBL154,NAPROXEN
4.0,CHEMBL803,CYTARABINE
2.0,CHEMBL37161,FENBENDAZOLE
4.0,CHEMBL806,FLUTAMIDE
4.0,CHEMBL289469,GRANISETRON
4.0,CHEMBL817,TOLAZAMIDE
4.0,CHEMBL820,BUSULFAN
4.0,CHEMBL822,TERBINAFINE
4.0,CHEMBL826,ENOXACIN
3.0,CHEMBL264374,BEZAFIBRATE
4.0,CHEMBL832,SULFINPYRAZONE
4.0,CHEMBL290916,EDARAVONE
4.0,CHEMBL158,AZTREONAM
2.0,CHEMBL42442,OXFENDAZOLE
4.0,CHEMBL850,SPARFLOXACIN
4.0,CHEMBL852,MELPHALAN
4.0,CHEMBL296419,ASTEMIZOLE
4.0,CHEMBL856,PRIMIDONE
2.0,CHEMBL43064,CINNARIZINE
4.0,CHEMBL865,VALDECOXIB
4.0,CHEMBL866,MYCOPHENOLIC ACID
4.0,CHEMBL44657,ETOPOSIDE
4.0,CHEMBL262777,VANCOMYCIN
4.0,CHEMBL160,CYCLOSPORINE
4.0,CHEMBL877,TRANEXAMIC ACID
4.0,CHEMBL878,METOLAZONE
4.0,CHEMBL880,FAMCICLOVIR
2.0,CHEMBL49080,CLENBUTEROL
3.0,CHEMBL52333,ROLOFYLLINE
4.0,CHEMBL897,PROBENECID
4.0,CHEMBL898,DIFLUNISAL
4.0,CHEMBL902,FAMOTIDINE
4.0,CHEMBL917,FLOXURIDINE
4.0,CHEMBL918,PHENACEMIDE
4.0,CHEMBL932,DIPYRIDAMOLE
4.0,CHEMBL934,METYRAPONE
4.0,CHEMBL163,RITONAVIR
4.0,CHEMBL940,GABAPENTIN
4.0,CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE"
3.0,CHEMBL56564,TROPISETRON
4.0,CHEMBL942,BISACODYL
4.0,CHEMBL56337,EPALRESTAT
4.0,CHEMBL294199,CAPSAICIN
3.0,CHEMBL954,ENCLOMIPHENE
4.0,CHEMBL960,LEFLUNOMIDE
4.0,CHEMBL62193,SULFADIMETHOXINE
3.0,CHEMBL60889,MOSAPRIDE
4.0,CHEMBL964,DISULFIRAM
4.0,CHEMBL972,SELEGILINE
4.0,CHEMBL975,MESNA
4.0,CHEMBL64391,ITRACONAZOLE
4.0,CHEMBL64894,GENTIAN VIOLET
4.0,CHEMBL976,PRAZIQUANTEL
4.0,CHEMBL980,GUAIFENESIN
4.0,CHEMBL983,SUCCINYLCHOLINE CHLORIDE
4.0,CHEMBL989,FLUOCINOLONE ACETONIDE
4.0,CHEMBL991,STAVUDINE
4.0,CHEMBL998,LORATADINE
4.0,CHEMBL305660,EBASTINE
4.0,CHEMBL70927,DEFERIPRONE
4.0,CHEMBL1006,AMIFOSTINE
4.0,CHEMBL1009,LEVODOPA
3.0,CHEMBL1016,CANDESARTAN
4.0,CHEMBL75435,DEXKETOPROFEN
4.0,CHEMBL1024,IFOSFAMIDE
3.0,CHEMBL74355,VOLINANSERIN
4.0,CHEMBL1042,CHOLECALCIFEROL
4.0,CHEMBL1046,AMINOCAPROIC ACID
3.0,CHEMBL84158,TIAPRIDE
4.0,CHEMBL1054,TRICHLORMETHIAZIDE
4.0,CHEMBL1055,CHLORTHALIDONE
4.0,CHEMBL1064,SIMVASTATIN
4.0,CHEMBL1068,OXCARBAZEPINE
4.0,CHEMBL1069,VALSARTAN
4.0,CHEMBL86304,MOCLOBEMIDE
4.0,CHEMBL1070,NABUMETONE
4.0,CHEMBL1071,OXAPROZIN
4.0,CHEMBL1073,GLIPIZIDE
2.0,CHEMBL419667,RELCOVAPTAN
4.0,CHEMBL1082,AMOXICILLIN
2.0,CHEMBL93645,ACECLOFENAC
2.0,CHEMBL92401,IPRONIAZID
4.0,CHEMBL1103,FURAZOLIDONE
4.0,CHEMBL1108,DROPERIDOL
4.0,CHEMBL1109,SULFAPHENAZOLE
4.0,CHEMBL316561,PROGLUMIDE
4.0,CHEMBL1113,AMOXAPINE
3.0,CHEMBL1130,DOXIFLURIDINE
4.0,CHEMBL108545,METHYL SALICYLATE
4.0,CHEMBL1148,TORSEMIDE
4.0,CHEMBL110691,CHLORMADINONE ACETATE
4.0,CHEMBL1162,NORETHINDRONE
4.0,CHEMBL1168,RAMIPRIL
4.0,CHEMBL1169,AMINOSALICYLIC ACID
4.0,CHEMBL1172,DESLORATADINE
4.0,CHEMBL1177,PEMOLINE
2.0,CHEMBL119385,NEFLAMAPIMOD
2.0,CHEMBL123292,CYCLOHEXIMIDE
4.0,CHEMBL1191,SULFAMETHIZOLE
4.0,CHEMBL1194,PRILOCAINE
4.0,CHEMBL127516,BUTAMBEN
4.0,CHEMBL340978,BENOXAPROFEN
4.0,CHEMBL1218,RAMELTEON
4.0,CHEMBL1220,TINIDAZOLE
4.0,CHEMBL136478,SODIUM NITROPRUSSIDE
4.0,CHEMBL344159,TOLVAPTAN
4.0,CHEMBL1231,OXYBUTYNIN
4.0,CHEMBL1243,SULFABENZAMIDE
3.0,CHEMBL139835,CYPROTERONE ACETATE
4.0,CHEMBL414804,OXALIPLATIN
4.0,CHEMBL1282,IMIQUIMOD
4.0,CHEMBL1289,HALOPROGIN
4.0,CHEMBL157101,KETOCONAZOLE
4.0,CHEMBL1308,FOMEPIZOLE
4.0,CHEMBL1351,CARBOPLATIN
4.0,CHEMBL174,AMPICILLIN
4.0,CHEMBL1366,AURANOFIN
4.0,CHEMBL1370,BUDESONIDE
2.0,CHEMBL189171,ACEMETACIN
4.0,CHEMBL1371,CHLORZOXAZONE
4.0,CHEMBL187709,TRIPARANOL
4.0,CHEMBL1372,OXIGLUTATIONE
4.0,CHEMBL1373,MODAFINIL
4.0,CHEMBL175,DEXIBUPROFEN
4.0,CHEMBL190461,CANNABIDIOL
4.0,CHEMBL193482,ESTRIOL
4.0,CHEMBL1388,MONOBENZONE
4.0,CHEMBL1393,SPIRONOLACTONE
4.0,CHEMBL1395,METHYLTESTOSTERONE
4.0,CHEMBL178,DAUNORUBICIN
4.0,CHEMBL1399,ANASTROZOLE
4.0,CHEMBL1405,ESTRONE
4.0,CHEMBL205596,CHOLIC ACID
3.0,CHEMBL427216,GLICLAZIDE
3.0,CHEMBL209821,NALUZOTAN
1.0,CHEMBL214268,PHA-543613
4.0,CHEMBL1413,CICLOPIROX
4.0,CHEMBL386630,TESTOSTERONE
3.0,CHEMBL219916,DOMPERIDONE
4.0,CHEMBL181,DIAZOXIDE
4.0,CHEMBL374478,RIFAMPIN
4.0,CHEMBL1428,NIMODIPINE
4.0,CHEMBL384467,DEXAMETHASONE
4.0,CHEMBL182,GANCICLOVIR
4.0,CHEMBL184,ACYCLOVIR
4.0,CHEMBL426559,LAROPIPRANT
4.0,CHEMBL185,FLUOROURACIL
4.0,CHEMBL1430,PENICILLAMINE
3.0,CHEMBL221886,SISOMICIN
4.0,CHEMBL1440,TETRACYCLINE
4.0,CHEMBL389621,HYDROCORTISONE
4.0,CHEMBL388590,BENZBROMARONE
4.0,CHEMBL1444,LETROZOLE
4.0,CHEMBL1447,LINCOMYCIN
4.0,CHEMBL1451,TRIAMCINOLONE
4.0,CHEMBL1455,ALTRETAMINE
4.0,CHEMBL1456,MYCOPHENOLATE MOFETIL
4.0,CHEMBL1460,DIDANOSINE
2.0,CHEMBL395280,HUPERZINE A
4.0,CHEMBL1463,FLUCYTOSINE
4.0,CHEMBL1466,DICUMAROL
4.0,CHEMBL1467,ALLOPURINOL
4.0,CHEMBL444633,RIFABUTIN
4.0,CHEMBL1472,PROTIRELIN
4.0,CHEMBL1475,TRIOXSALEN
4.0,CHEMBL1479,DANAZOL
4.0,CHEMBL1480,FELODIPINE
4.0,CHEMBL1481,GLIMEPIRIDE
4.0,CHEMBL1483,ALBENDAZOLE
4.0,CHEMBL398435,TICAGRELOR
4.0,CHEMBL1489,AZACITIDINE
3.0,CHEMBL253376,BROMHEXINE
4.0,CHEMBL404849,SULOCTIDIL
4.0,CHEMBL252556,IDEBENONE
2.0,CHEMBL398440,CHLOROXYLENOL
4.0,CHEMBL254219,DIGITOXIN
4.0,CHEMBL1501,FLUOCINONIDE
4.0,CHEMBL193,NIFEDIPINE
4.0,CHEMBL1503,OMEPRAZOLE
4.0,CHEMBL1504,TRIAMCINOLONE ACETONIDE
4.0,CHEMBL1512,FLUNISOLIDE
4.0,CHEMBL1513,IRBESARTAN
4.0,CHEMBL1515,METHIMAZOLE
4.0,CHEMBL1517,OXYTETRACYCLINE
4.0,CHEMBL1518,PROPYLTHIOURACIL
4.0,CHEMBL1521,ZALEPLON
1.0,CHEMBL260933,GS 6201
4.0,CHEMBL1536,ERGOCALCIFEROL
4.0,CHEMBL1539,SULFADOXINE
4.0,CHEMBL1540,PENCICLOVIR
4.0,CHEMBL1542,AZATHIOPRINE
4.0,CHEMBL1544,LIOTHYRONINE
4.0,CHEMBL404271,ACARBOSE
4.0,CHEMBL1554,DACTINOMYCIN
4.0,CHEMBL196,ASCORBIC ACID
4.0,CHEMBL1558,PRAZOSIN HYDROCHLORIDE
4.0,CHEMBL1560,CAPTOPRIL
4.0,CHEMBL517712,ATROPINE
3.0,CHEMBL508338,THIMEROSAL
4.0,CHEMBL462547,URETHANE
3.0,CHEMBL460291,LACIDIPINE
3.0,CHEMBL475534,NITRENDIPINE
4.0,CHEMBL515914,AZARIBINE
3.0,CHEMBL521589,BAMBUTEROL
4.0,CHEMBL521606,NADOLOL
4.0,CHEMBL1619,CLADRIBINE
4.0,CHEMBL1633,KETOTIFEN FUMARATE
4.0,CHEMBL1643,RIBAVIRIN
4.0,CHEMBL1650,CORTISONE ACETATE
4.0,CHEMBL1660,RIFAPENTINE
4.0,CHEMBL498847,SECNIDAZOLE
4.0,CHEMBL1670,MITOTANE
4.0,CHEMBL1671,PROPRANOLOL HYDROCHLORIDE
4.0,CHEMBL502182,ELAGOLIX SODIUM
3.0,CHEMBL508102,CARBIMAZOLE
4.0,CHEMBL1691,BETAXOLOL HYDROCHLORIDE
4.0,CHEMBL1705,CLONIDINE HYDROCHLORIDE
4.0,CHEMBL1707,LOPERAMIDE HYDROCHLORIDE
4.0,CHEMBL1726,NISOLDIPINE
1.0,CHEMBL561132,MK-7246
4.0,CHEMBL557555,CIPROFIBRATE
4.0,CHEMBL1741,CLARITHROMYCIN
4.0,CHEMBL566534,ARTEMETHER
4.0,CHEMBL1747,TOBRAMYCIN
4.0,CHEMBL569713,SCOPOLAMINE
3.0,CHEMBL577294,2-HYDROXYPROPYL-BETA-CYCLODEXTRIN
4.0,CHEMBL1751,DIGOXIN
4.0,CHEMBL1752,DYPHYLLINE
2.0,CHEMBL567303,PALOSURAN
4.0,CHEMBL1766,DESOXIMETASONE
3.0,CHEMBL595573,MK-0557
3.0,CHEMBL596802,PRIDOPIDINE
4.0,CHEMBL1159650,CLOBETASOL PROPIONATE
4.0,CHEMBL1200391,TROMETHAMINE
4.0,CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE
4.0,CHEMBL1200406,DIMENHYDRINATE
4.0,CHEMBL1200431,GADOPENTETATE DIMEGLUMINE
4.0,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE
4.0,CHEMBL1200517,DIHYDROERGOTAMINE MESYLATE
4.0,CHEMBL1200545,DIFLORASONE DIACETATE
4.0,CHEMBL1200558,BACITRACIN
4.0,CHEMBL1200559,LACTIC ACID
4.0,CHEMBL1200585,OXYMETHOLONE
4.0,CHEMBL1200600,FLUOROMETHOLONE
4.0,CHEMBL1200604,TROPICAMIDE
4.0,CHEMBL1200618,FEXOFENADINE HYDROCHLORIDE
4.0,CHEMBL1200623,ETHYLESTRENOL
4.0,CHEMBL1200624,ETHYNODIOL DIACETATE
4.0,CHEMBL1200629,VECURONIUM BROMIDE
4.0,CHEMBL1200656,NATAMYCIN
4.0,CHEMBL1200699,DOXYCYCLINE
4.0,CHEMBL1200748,CARBIDOPA
4.0,CHEMBL1200776,CINACALCET HYDROCHLORIDE
4.0,CHEMBL1200809,AZELASTINE HYDROCHLORIDE
4.0,CHEMBL1200845,HALCINONIDE
4.0,CHEMBL1200862,METYROSINE
4.0,CHEMBL1200993,GALLAMINE TRIETHIODIDE
4.0,CHEMBL1201010,FLUDROCORTISONE ACETATE
4.0,CHEMBL1201012,FLURANDRENOLIDE
4.0,CHEMBL1201117,METHOCARBAMOL
4.0,CHEMBL1201139,MEGESTROL ACETATE
4.0,CHEMBL1201146,NORETHINDRONE ACETATE
4.0,CHEMBL1201151,MESTRANOL
4.0,CHEMBL1201469,GRAMICIDIN
4.0,CHEMBL1201631,INSULIN HUMAN
2.0,CHEMBL1215661,PRUVANSERIN
4.0,CHEMBL1276308,MIFEPRISTONE
4.0,CHEMBL1354199,METHSCOPOLAMINE BROMIDE
4.0,CHEMBL1355736,THEOPHYLLINE
4.0,CHEMBL1370561,AMINOPHYLLINE
2.0,CHEMBL1480987,CYCLANDELATE
4.0,CHEMBL1516474,TEGASEROD MALEATE
3.0,CHEMBL1601669,ALFACALCIDOL
4.0,CHEMBL1615374,VILAZODONE HYDROCHLORIDE
4.0,CHEMBL1628227,DOXEPIN
3.0,CHEMBL1630578,TIRILAZAD
2.0,CHEMBL1651534,REDAFAMDASTAT
3.0,CHEMBL1672054,CASOPITANT
4.0,CHEMBL1714574,TERCONAZOLE
4.0,CHEMBL1722209,TOLTERODINE TARTRATE
4.0,CHEMBL1790041,RANITIDINE
4.0,CHEMBL1909072,PIPAMAZINE
4.0,CHEMBL1977579,STREPTOZOCIN
4.0,CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE
4.0,CHEMBL2079587,STANOZOLOL
4.0,CHEMBL2103873,MACITENTAN
2.0,CHEMBL2105667,ORVEPITANT
4.0,CHEMBL2105760,BREXPIPRAZOLE
2.0,CHEMBL2105872,IBUTAMOREN MESYLATE
4.0,CHEMBL2106195,DEXMEDETOMIDINE HYDROCHLORIDE
2.0,CHEMBL2107572,TECALCET HYDROCHLORIDE
4.0,CHEMBL2107797,NORGESTREL
4.0,CHEMBL2138684,FROVATRIPTAN SUCCINATE
2.0,CHEMBL2381848,PF-06291874
4.0,CHEMBL3039520,LASMIDITAN
2.0,CHEMBL3039531,DANIRIXIN
3.0,CHEMBL3137331,DEFACTINIB
4.0,CHEMBL3183075,NIZATIDINE
2.0,CHEMBL3235279,CAPADENOSON
2.0,CHEMBL3305901,MK-0812
2.0,CHEMBL3353541,GLPG-0974
2.0,CHEMBL3545036,RASEGLURANT
4.0,CHEMBL3545181,TIOTROPIUM BROMIDE
4.0,CHEMBL3545252,DOCETAXEL
4.0,CHEMBL4105630,ZURANOLONE
4.0,CHEMBL4164059,PITOLISANT HYDROCHLORIDE
2.0,CHEMBL4217292,APINOCALTAMIDE
4.0,CHEMBL4297522,PEMIGATINIB
2.0,CHEMBL4594444,PECAVAPTAN
1.0,CHEMBL4751394,BAY-1125976
4.0,CHEMBL5315124,LEVOFLOXACIN
4.0,CHEMBL5465559,NYSTATIN
4.0,CHEMBL6067487,IVERMECTIN
