molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id
CHEMBL27577,SALICYLAMIDE,CHEMBL27577
CHEMBL27577,SALICYLAMIDE,CHEMBL27577
CHEMBL447,SECOBARBITAL,CHEMBL447
CHEMBL447,SECOBARBITAL,CHEMBL447
CHEMBL1909078,SODIUM ARSENITE,CHEMBL1909222
CHEMBL1909078,SODIUM ARSENITE,CHEMBL1909222
CHEMBL302795,TENOXICAM,CHEMBL302795
CHEMBL302795,TENOXICAM,CHEMBL302795
CHEMBL1440,TETRACYCLINE,CHEMBL1440
CHEMBL1440,TETRACYCLINE,CHEMBL1440
CHEMBL727,THIOGUANINE,CHEMBL727
CHEMBL727,THIOGUANINE,CHEMBL727
CHEMBL1148,TORSEMIDE,CHEMBL1148
CHEMBL1148,TORSEMIDE,CHEMBL1148
CHEMBL413,SIROLIMUS,CHEMBL413
CHEMBL413,SIROLIMUS,CHEMBL413
CHEMBL959,RIMANTADINE,CHEMBL959
CHEMBL959,RIMANTADINE,CHEMBL959
CHEMBL1321154,ROXARSONE,CHEMBL1321154
CHEMBL1909079,STANNOUS FLUORIDE,CHEMBL1909079
CHEMBL1909079,STANNOUS FLUORIDE,CHEMBL1909079
CHEMBL403,SULBACTAM,CHEMBL403
CHEMBL403,SULBACTAM,CHEMBL403
CHEMBL1191,SULFAMETHIZOLE,CHEMBL1191
CHEMBL1191,SULFAMETHIZOLE,CHEMBL1191
CHEMBL15770,SULINDAC,CHEMBL15770
CHEMBL15770,SULINDAC,CHEMBL15770
CHEMBL269732,TACROLIMUS ANHYDROUS,CHEMBL269732
CHEMBL269732,TACROLIMUS ANHYDROUS,CHEMBL269732
CHEMBL479,THIORIDAZINE,CHEMBL479
CHEMBL479,THIORIDAZINE,CHEMBL479
CHEMBL1747,TOBRAMYCIN,CHEMBL1747
CHEMBL1747,TOBRAMYCIN,CHEMBL1747
CHEMBL1214185,ROXITHROMYCIN,CHEMBL1214185
CHEMBL424,SALICYLIC ACID,CHEMBL424
CHEMBL424,SALICYLIC ACID,CHEMBL424
CHEMBL972,SELEGILINE,CHEMBL972
CHEMBL972,SELEGILINE,CHEMBL972
CHEMBL136478,SODIUM NITROPRUSSIDE,CHEMBL2097081
CHEMBL136478,SODIUM NITROPRUSSIDE,CHEMBL2097081
CHEMBL83,TAMOXIFEN,CHEMBL83
CHEMBL83,TAMOXIFEN,CHEMBL83
CHEMBL611,TERAZOSIN,CHEMBL611
CHEMBL611,TERAZOSIN,CHEMBL611
CHEMBL468,THALIDOMIDE,CHEMBL468
CHEMBL468,THALIDOMIDE,CHEMBL468
CHEMBL273348,TOSUFLOXACIN,CHEMBL273348
CHEMBL273348,TOSUFLOXACIN,CHEMBL273348
CHEMBL772,RESERPINE,CHEMBL772
CHEMBL772,RESERPINE,CHEMBL772
CHEMBL923,RISEDRONIC ACID,CHEMBL923
CHEMBL923,RISEDRONIC ACID,CHEMBL923
CHEMBL1214185,ROXITHROMYCIN,CHEMBL1214185
CHEMBL27769,STANOLONE,CHEMBL27769
CHEMBL27769,STANOLONE,CHEMBL27769
CHEMBL1221,SULCONAZOLE,CHEMBL1221
CHEMBL1221,SULCONAZOLE,CHEMBL1221
CHEMBL443,SULFAMETHOXAZOLE,CHEMBL443
CHEMBL443,SULFAMETHOXAZOLE,CHEMBL443
CHEMBL18797,SULINDAC SULFIDE,CHEMBL18797
CHEMBL18797,SULINDAC SULFIDE,CHEMBL18797
CHEMBL84158,TIAPRIDE,CHEMBL84158
CHEMBL84158,TIAPRIDE,CHEMBL84158
CHEMBL1762,TOCAINIDE,CHEMBL1762
CHEMBL1762,TOCAINIDE,CHEMBL1762
CHEMBL115769,,CHEMBL115769
CHEMBL115769,,CHEMBL115769
CHEMBL1208572,SALINOMYCIN,CHEMBL1208572
CHEMBL1208572,SALINOMYCIN,CHEMBL1208572
CHEMBL12948,SEMUSTINE,CHEMBL12948
CHEMBL12948,SEMUSTINE,CHEMBL12948
CHEMBL179166,SODIUM ORTHOVANAD,CHEMBL179166
CHEMBL179166,SODIUM ORTHOVANAD,CHEMBL179166
CHEMBL506247,TANNIC ACID,CHEMBL506247
CHEMBL506247,TANNIC ACID,CHEMBL506247
CHEMBL822,TERBINAFINE,CHEMBL822
CHEMBL822,TERBINAFINE,CHEMBL822
CHEMBL1355736,THEOPHYLLINE,CHEMBL190
CHEMBL1355736,THEOPHYLLINE,CHEMBL190
CHEMBL275742,DEXPROPRANOLOL,CHEMBL275742
CHEMBL275742,DEXPROPRANOLOL,CHEMBL275742
CHEMBL165,RESVERATROL,CHEMBL165
CHEMBL165,RESVERATROL,CHEMBL165
CHEMBL85,RISPERIDONE,CHEMBL85
CHEMBL85,RISPERIDONE,CHEMBL85
CHEMBL2079587,STANOZOLOL,CHEMBL2079587
CHEMBL2079587,STANOZOLOL,CHEMBL2079587
CHEMBL1243,SULFABENZAMIDE,CHEMBL1243
CHEMBL1243,SULFABENZAMIDE,CHEMBL1243
CHEMBL21,SULFANILAMIDE,CHEMBL21
CHEMBL21,SULFANILAMIDE,CHEMBL21
CHEMBL488025,EXISULIND,CHEMBL488025
CHEMBL488025,EXISULIND,CHEMBL488025
CHEMBL2103774,TIBOLONE,CHEMBL2103774
CHEMBL2103774,TIBOLONE,CHEMBL2103774
CHEMBL817,TOLAZAMIDE,CHEMBL817
CHEMBL817,TOLAZAMIDE,CHEMBL817
CHEMBL452861,LEVOPROPRANOLOL,CHEMBL452861
CHEMBL452861,LEVOPROPRANOLOL,CHEMBL452861
CHEMBL154111,SALSALATE,CHEMBL154111
CHEMBL154111,SALSALATE,CHEMBL154111
CHEMBL809,SERTRALINE,CHEMBL809
CHEMBL809,SERTRALINE,CHEMBL809
CHEMBL471,SOTALOL,CHEMBL471
CHEMBL471,SOTALOL,CHEMBL471
CHEMBL404,TAZOBACTAM,CHEMBL404
CHEMBL404,TAZOBACTAM,CHEMBL404
CHEMBL1760,TERBUTALINE,CHEMBL1760
CHEMBL1760,TERBUTALINE,CHEMBL1760
CHEMBL625,THIABENDAZOLE,CHEMBL625
CHEMBL625,THIABENDAZOLE,CHEMBL625
CHEMBL427526,(R)-IBUPROPHEN,CHEMBL427526
CHEMBL427526,(R)-IBUPROPHEN,CHEMBL427526
CHEMBL1643,RIBAVIRIN,CHEMBL1643
CHEMBL1643,RIBAVIRIN,CHEMBL1643
CHEMBL163,RITONAVIR,CHEMBL163
CHEMBL163,RITONAVIR,CHEMBL163
CHEMBL991,STAVUDINE,CHEMBL991
CHEMBL991,STAVUDINE,CHEMBL991
CHEMBL439,SULFADIAZINE,CHEMBL439
CHEMBL439,SULFADIAZINE,CHEMBL439
CHEMBL1109,SULFAPHENAZOLE,CHEMBL1109
CHEMBL1109,SULFAPHENAZOLE,CHEMBL1109
CHEMBL404849,SULOCTIDIL,CHEMBL404849
CHEMBL404849,SULOCTIDIL,CHEMBL404849
CHEMBL833,TICLOPIDINE,CHEMBL833
CHEMBL833,TICLOPIDINE,CHEMBL833
CHEMBL1020,TOLMETIN,CHEMBL1020
CHEMBL1020,TOLMETIN,CHEMBL1020
CHEMBL18701,RO-201724,CHEMBL18701
CHEMBL18701,RO-201724,CHEMBL18701
CHEMBL1909076,,CHEMBL1909076
CHEMBL1909076,,CHEMBL1909076
CHEMBL114,SAQUINAVIR,CHEMBL114
CHEMBL114,SAQUINAVIR,CHEMBL114
CHEMBL1419,SIBUTRAMINE,CHEMBL1419
CHEMBL1419,SIBUTRAMINE,CHEMBL1419
CHEMBL850,SPARFLOXACIN,CHEMBL850
CHEMBL850,SPARFLOXACIN,CHEMBL850
CHEMBL20883,TEGAFUR,CHEMBL20883
CHEMBL20883,TEGAFUR,CHEMBL20883
CHEMBL1714574,TERCONAZOLE,CHEMBL1714574
CHEMBL1714574,TERCONAZOLE,CHEMBL1714574
CHEMBL1236282,THIAMPHENICOL,CHEMBL1236282
CHEMBL1236282,THIAMPHENICOL,CHEMBL1236282
CHEMBL1219,RABEPRAZOLE,CHEMBL1219
CHEMBL1219,RABEPRAZOLE,CHEMBL1219
CHEMBL444633,RIFABUTIN,CHEMBL444633
CHEMBL444633,RIFABUTIN,CHEMBL444633
CHEMBL372795,STREPTOMYCIN,CHEMBL372795
CHEMBL372795,STREPTOMYCIN,CHEMBL372795
CHEMBL62193,SULFADIMETHOXINE,CHEMBL62193
CHEMBL62193,SULFADIMETHOXINE,CHEMBL62193
CHEMBL421,SULFASALAZINE,CHEMBL421
CHEMBL421,SULFASALAZINE,CHEMBL421
CHEMBL26,SULPIRIDE,CHEMBL26
CHEMBL26,SULPIRIDE,CHEMBL26
CHEMBL267744,TICRYNAFEN,CHEMBL267744
CHEMBL267744,TICRYNAFEN,CHEMBL267744
CHEMBL83668,TOLNAFTATE,CHEMBL83668
CHEMBL83668,TOLNAFTATE,CHEMBL83668
CHEMBL122,ROFECOXIB,CHEMBL122
CHEMBL122,ROFECOXIB,CHEMBL122
CHEMBL1200748,CARBIDOPA,CHEMBL1201236
CHEMBL1200748,CARBIDOPA,CHEMBL1201236
CHEMBL37858,SARAFLOXACIN,CHEMBL37858
CHEMBL37858,SARAFLOXACIN,CHEMBL37858
CHEMBL192,SILDENAFIL,CHEMBL192
CHEMBL192,SILDENAFIL,CHEMBL192
CHEMBL1908847,SPARTEINE,CHEMBL1908847
CHEMBL1908847,SPARTEINE,CHEMBL1908847
CHEMBL2367892,,CHEMBL2367892
CHEMBL2367892,,CHEMBL2367892
CHEMBL17157,TERFENADINE,CHEMBL17157
CHEMBL17157,TERFENADINE,CHEMBL17157
CHEMBL508338,THIMEROSAL,CHEMBL508338
CHEMBL508338,THIMEROSAL,CHEMBL508338
CHEMBL81,RALOXIFENE,CHEMBL81
CHEMBL81,RALOXIFENE,CHEMBL81
CHEMBL374478,RIFAMPIN,CHEMBL374478
CHEMBL374478,RIFAMPIN,CHEMBL374478
CHEMBL1977579,STREPTOZOCIN,CHEMBL1977579
CHEMBL1977579,STREPTOZOCIN,CHEMBL1977579
CHEMBL1539,SULFADOXINE,CHEMBL1539
CHEMBL1539,SULFADOXINE,CHEMBL1539
CHEMBL437,SULFATHIAZOLE,CHEMBL437
CHEMBL437,SULFATHIAZOLE,CHEMBL437
CHEMBL128,SUMATRIPTAN,CHEMBL128
CHEMBL128,SUMATRIPTAN,CHEMBL128
CHEMBL499,TIMOLOL,CHEMBL499
CHEMBL499,TIMOLOL,CHEMBL499
CHEMBL1076211,TOLPERISONE,CHEMBL1076211
CHEMBL1076211,TOLPERISONE,CHEMBL1076211
CHEMBL121,ROSIGLITAZONE,CHEMBL121
CHEMBL121,ROSIGLITAZONE,CHEMBL121
CHEMBL242273,SAFROLE,CHEMBL242273
CHEMBL242273,SAFROLE,CHEMBL242273
CHEMBL10,SB-203580,CHEMBL10
CHEMBL10,SB-203580,CHEMBL10
CHEMBL1064,SIMVASTATIN,CHEMBL1064
CHEMBL1064,SIMVASTATIN,CHEMBL1064
CHEMBL1167,SPECTINOMYCIN,CHEMBL1167
CHEMBL1167,SPECTINOMYCIN,CHEMBL1167
CHEMBL277100,TEMAFLOXACIN,CHEMBL277100
CHEMBL277100,TEMAFLOXACIN,CHEMBL277100
CHEMBL386630,TESTOSTERONE,CHEMBL386630
CHEMBL386630,TESTOSTERONE,CHEMBL386630
CHEMBL38737,THIOACETAMIDE,CHEMBL38737
CHEMBL38737,THIOACETAMIDE,CHEMBL38737
CHEMBL1168,RAMIPRIL,CHEMBL1168
CHEMBL1168,RAMIPRIL,CHEMBL1168
CHEMBL1660,RIFAPENTINE,CHEMBL1660
CHEMBL1660,RIFAPENTINE,CHEMBL1660
CHEMBL1909080,STRONTIUM CHLORIDE HEXAHYDRATE,CHEMBL2219640
CHEMBL1909080,STRONTIUM CHLORIDE HEXAHYDRATE,CHEMBL2219640
CHEMBL438,SULFAMERAZINE,CHEMBL438
CHEMBL438,SULFAMERAZINE,CHEMBL438
CHEMBL832,SULFINPYRAZONE,CHEMBL832
CHEMBL832,SULFINPYRAZONE,CHEMBL832
CHEMBL983,SUCCINYLCHOLINE CHLORIDE,CHEMBL703
CHEMBL983,SUCCINYLCHOLINE CHLORIDE,CHEMBL703
CHEMBL1220,TINIDAZOLE,CHEMBL1220
CHEMBL1220,TINIDAZOLE,CHEMBL1220
CHEMBL84,TOPOTECAN,CHEMBL84
CHEMBL84,TOPOTECAN,CHEMBL84
CHEMBL429023,ROTENONE,CHEMBL429023
CHEMBL429023,ROTENONE,CHEMBL429023
CHEMBL714,ALBUTEROL,CHEMBL714
CHEMBL714,ALBUTEROL,CHEMBL714
CHEMBL498847,SECNIDAZOLE,CHEMBL498847
CHEMBL498847,SECNIDAZOLE,CHEMBL498847
CHEMBL221886,SISOMICIN,CHEMBL221886
CHEMBL221886,SISOMICIN,CHEMBL221886
CHEMBL118865,SPIRADOLINE,CHEMBL118865
CHEMBL118865,SPIRADOLINE,CHEMBL118865
CHEMBL417001,,CHEMBL417001
CHEMBL1645202,,CHEMBL1645202
CHEMBL1927695,,CHEMBL1927695
CHEMBL1927702,,CHEMBL1927702
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL1951055,,CHEMBL1951055
CHEMBL2024087,,CHEMBL2024087
CHEMBL2024089,,CHEMBL2024089
CHEMBL2024094,,CHEMBL2024094
CHEMBL2023828,,CHEMBL2023828
CHEMBL2023823,,CHEMBL2023823
CHEMBL2023824,,CHEMBL2023824
CHEMBL2023825,,CHEMBL2023825
CHEMBL2023826,,CHEMBL2023826
CHEMBL2023827,,CHEMBL2023827
CHEMBL555146,,CHEMBL555146
CHEMBL2031737,,CHEMBL2031737
CHEMBL87379,BENZOVESAMICOL,CHEMBL87379
CHEMBL129530,,CHEMBL129530
CHEMBL2064202,,CHEMBL2064202
CHEMBL2064198,,CHEMBL2064198
CHEMBL358116,,CHEMBL358116
CHEMBL54020,,CHEMBL54020
CHEMBL162522,,CHEMBL162522
CHEMBL2158704,,CHEMBL2158704
CHEMBL2164354,,CHEMBL2164354
CHEMBL2164350,,CHEMBL2164350
CHEMBL2170062,,CHEMBL2170062
CHEMBL2170045,,CHEMBL2170045
CHEMBL2170054,,CHEMBL2170054
CHEMBL2170053,,CHEMBL2170053
CHEMBL2170052,,CHEMBL2170052
CHEMBL2170051,,CHEMBL2170051
CHEMBL2170050,,CHEMBL2170050
CHEMBL2170049,,CHEMBL2170049
CHEMBL2170048,,CHEMBL2170048
CHEMBL2170047,,CHEMBL2170047
CHEMBL2170046,,CHEMBL2170046
CHEMBL2170070,,CHEMBL2170070
CHEMBL2170069,,CHEMBL2170069
CHEMBL2170068,,CHEMBL2170068
CHEMBL2170067,,CHEMBL2170067
CHEMBL2170066,,CHEMBL2170066
CHEMBL2170065,,CHEMBL2170065
CHEMBL2170064,,CHEMBL2170064
CHEMBL2170063,,CHEMBL2170063
CHEMBL2170062,,CHEMBL2170062
CHEMBL2170061,,CHEMBL2170061
CHEMBL2170060,,CHEMBL2170060
CHEMBL2170059,,CHEMBL2170059
CHEMBL2170058,,CHEMBL2170058
CHEMBL2170057,,CHEMBL2170057
CHEMBL2170056,,CHEMBL2170056
CHEMBL2170055,,CHEMBL2170055
CHEMBL2170210,,CHEMBL2170210
CHEMBL2170209,,CHEMBL2170209
CHEMBL2170208,,CHEMBL2170208
CHEMBL2170207,,CHEMBL2170207
CHEMBL2170206,,CHEMBL2170206
CHEMBL2170205,,CHEMBL2170205
CHEMBL2170204,,CHEMBL2170204
CHEMBL2170203,,CHEMBL2170203
CHEMBL2170076,,CHEMBL2170076
CHEMBL2170075,,CHEMBL2170075
CHEMBL2170074,,CHEMBL2170074
CHEMBL2170073,,CHEMBL2170073
CHEMBL2170072,,CHEMBL2170072
CHEMBL2170071,,CHEMBL2170071
CHEMBL2170224,,CHEMBL2170224
CHEMBL2170223,,CHEMBL2170223
CHEMBL2170222,,CHEMBL2170222
CHEMBL2170221,,CHEMBL2170221
CHEMBL2170220,,CHEMBL2170220
CHEMBL2170219,,CHEMBL2170219
CHEMBL2169891,,CHEMBL2169891
CHEMBL2170218,,CHEMBL2170218
CHEMBL2170217,,CHEMBL2170217
CHEMBL2170216,,CHEMBL2170216
CHEMBL2170215,,CHEMBL2170215
CHEMBL2170214,,CHEMBL2170214
CHEMBL2170213,,CHEMBL2170213
CHEMBL2170212,,CHEMBL2170212
CHEMBL2170211,,CHEMBL2170211
CHEMBL2170239,,CHEMBL2170239
CHEMBL2170238,,CHEMBL2170238
CHEMBL2170237,,CHEMBL2170237
CHEMBL2170236,,CHEMBL2170236
CHEMBL2170235,,CHEMBL2170235
CHEMBL2170234,,CHEMBL2170234
CHEMBL2170233,,CHEMBL2170233
CHEMBL2170232,,CHEMBL2170232
CHEMBL2170231,,CHEMBL2170231
CHEMBL2170230,,CHEMBL2170230
CHEMBL2170229,,CHEMBL2170229
CHEMBL2170228,,CHEMBL2170228
CHEMBL2170227,,CHEMBL2170227
CHEMBL2170226,,CHEMBL2170226
CHEMBL2170225,,CHEMBL2170225
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL73824,,CHEMBL73824
CHEMBL2179674,,CHEMBL2179674
CHEMBL2179707,,CHEMBL2179707
CHEMBL2181923,,CHEMBL2181924
CHEMBL2181923,,CHEMBL2181924
CHEMBL2311194,,CHEMBL60542
CHEMBL2204343,,CHEMBL2204343
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL809,SERTRALINE,CHEMBL809
CHEMBL814,FLUVOXAMINE,CHEMBL814
CHEMBL76806,,CHEMBL76806
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542
CHEMBL2203549,,CHEMBL2203549
CHEMBL2204679,,CHEMBL2204679
CHEMBL2204678,,CHEMBL2204678
CHEMBL2204677,,CHEMBL2204677
CHEMBL2204675,,CHEMBL2204675
CHEMBL2204672,,CHEMBL2204672
CHEMBL2204668,,CHEMBL2204668
CHEMBL2324615,,CHEMBL2324615
CHEMBL2324614,,CHEMBL2324614
CHEMBL2335706,MARISTACHONE A,CHEMBL2335706
CHEMBL2338764,,CHEMBL2338764
CHEMBL2338343,,CHEMBL2338343
CHEMBL2338763,,CHEMBL2338763
CHEMBL2338762,,CHEMBL2338762
CHEMBL2338761,,CHEMBL2338761
CHEMBL2338760,,CHEMBL2338760
CHEMBL2338759,,CHEMBL2338759
CHEMBL2338345,,CHEMBL2338345
CHEMBL2338344,,CHEMBL2338344
CHEMBL2338343,,CHEMBL2338343
CHEMBL2338342,,CHEMBL2338342
CHEMBL2338341,,CHEMBL2338341
CHEMBL2338340,,CHEMBL2338340
CHEMBL2338339,,CHEMBL2338339
CHEMBL2338338,,CHEMBL2338338
CHEMBL2338337,,CHEMBL2338337
CHEMBL2338336,,CHEMBL2338336
CHEMBL2338779,,CHEMBL2338779
CHEMBL2338778,,CHEMBL2338778
CHEMBL2338777,,CHEMBL2338777
CHEMBL2338776,,CHEMBL2338776
CHEMBL2338775,,CHEMBL2338775
CHEMBL2338774,,CHEMBL2338774
CHEMBL2338773,,CHEMBL2338773
CHEMBL2338762,,CHEMBL2338762
CHEMBL2338772,,CHEMBL2338772
CHEMBL2338760,,CHEMBL2338760
CHEMBL2338771,,CHEMBL2338771
CHEMBL2338770,,CHEMBL2338770
CHEMBL2338769,,CHEMBL2338769
CHEMBL2338768,,CHEMBL2338768
CHEMBL2338767,,CHEMBL2338767
CHEMBL2338766,,CHEMBL2338766
CHEMBL2338765,,CHEMBL2338765
CHEMBL2338782,,CHEMBL2338782
CHEMBL2338781,,CHEMBL2338781
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL2338780,,CHEMBL2338780
CHEMBL2170062,,CHEMBL2170062
CHEMBL2347004,,CHEMBL274585
CHEMBL2347003,,CHEMBL417001
CHEMBL2311153,,CHEMBL408867
CHEMBL2346997,,CHEMBL2346997
CHEMBL2349069,,CHEMBL2365777
CHEMBL2349072,,CHEMBL2349072
CHEMBL2349072,,CHEMBL2349072
CHEMBL2349068,,CHEMBL2365800
CHEMBL2349069,,CHEMBL2365777
CHEMBL2349073,,CHEMBL2365795
CHEMBL2349068,,CHEMBL2365800
CHEMBL2349069,,CHEMBL2365777
CHEMBL2349072,,CHEMBL2349072
CHEMBL2349073,,CHEMBL2365795
CHEMBL2391351,,CHEMBL2391351
CHEMBL2391354,,CHEMBL2391354
CHEMBL2391353,,CHEMBL2391353
CHEMBL2391352,,CHEMBL2391352
CHEMBL2391539,,CHEMBL2391539
CHEMBL2391382,,CHEMBL2391382
CHEMBL2391381,,CHEMBL2391381
CHEMBL2391380,,CHEMBL2391380
CHEMBL2391379,,CHEMBL2391379
CHEMBL2391378,,CHEMBL2391378
CHEMBL2391377,,CHEMBL2391377
CHEMBL2391376,,CHEMBL2391376
CHEMBL2391375,,CHEMBL2391375
CHEMBL2391374,,CHEMBL2391374
CHEMBL2391373,,CHEMBL2391373
CHEMBL2391372,,CHEMBL2391372
CHEMBL2391371,,CHEMBL2391371
CHEMBL2391369,,CHEMBL2391369
CHEMBL2391368,,CHEMBL2391368
CHEMBL2391540,,CHEMBL2391540
CHEMBL2391367,,CHEMBL2391367
CHEMBL2391366,,CHEMBL2391366
CHEMBL2391365,,CHEMBL2391365
CHEMBL2391364,,CHEMBL2391364
CHEMBL2391363,,CHEMBL2391363
CHEMBL2391362,,CHEMBL2391362
CHEMBL2391361,,CHEMBL2391361
CHEMBL2391360,,CHEMBL2391360
CHEMBL2391359,,CHEMBL2391359
CHEMBL2391358,,CHEMBL2391358
CHEMBL2391357,,CHEMBL2391357
CHEMBL2391356,,CHEMBL2391356
CHEMBL1983100,ESAPRAZOLE,CHEMBL1983100
CHEMBL502,DONEPEZIL,CHEMBL502
CHEMBL2391147,,CHEMBL2391147
CHEMBL2391147,,CHEMBL2391147
CHEMBL2391147,,CHEMBL2391147
CHEMBL2391147,,CHEMBL2391147
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL1885748,,CHEMBL1885748
CHEMBL2397347,,CHEMBL2397347
CHEMBL2397268,,CHEMBL2397268
CHEMBL2413154,,CHEMBL2413154
CHEMBL2413153,,CHEMBL2413153
CHEMBL2418364,,CHEMBL2418364
CHEMBL2431120,,CHEMBL2431120
CHEMBL2431120,,CHEMBL2431120
CHEMBL2436338,,CHEMBL2436338
CHEMBL2440659,,CHEMBL2440659
CHEMBL2442999,,CHEMBL2442999
CHEMBL2442998,,CHEMBL2442998
CHEMBL2442997,,CHEMBL2442997
CHEMBL2442996,,CHEMBL2442996
CHEMBL2442995,,CHEMBL2442995
CHEMBL2442994,,CHEMBL2442994
CHEMBL522691,,CHEMBL522691
CHEMBL2442999,,CHEMBL2442999
CHEMBL2442998,,CHEMBL2442998
CHEMBL2442997,,CHEMBL2442997
CHEMBL2442996,,CHEMBL2442996
CHEMBL522691,,CHEMBL522691
CHEMBL2105667,ORVEPITANT,CHEMBL2105667
CHEMBL2441636,,CHEMBL2441636
CHEMBL2442940,,CHEMBL2442940
CHEMBL3086334,,CHEMBL3086334
CHEMBL3087669,,CHEMBL3087669
CHEMBL569270,,CHEMBL569270
CHEMBL3094314,,CHEMBL3139118
CHEMBL3094313,,CHEMBL3139142
CHEMBL3094312,,CHEMBL3139159
CHEMBL3094311,,CHEMBL3139246
CHEMBL3094320,,CHEMBL3139136
CHEMBL3094319,,CHEMBL3139177
CHEMBL3094318,,CHEMBL2403802
CHEMBL3094317,,CHEMBL3139176
CHEMBL3094316,,CHEMBL146898
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL3104093,,CHEMBL3104093
CHEMBL3104091,,CHEMBL3104091
CHEMBL3104093,,CHEMBL3104093
CHEMBL3104092,,CHEMBL3104092
CHEMBL3104091,,CHEMBL3104091
CHEMBL3104857,,CHEMBL3104857
CHEMBL3104856,,CHEMBL3104856
CHEMBL53325,,CHEMBL53325
CHEMBL3103203,,CHEMBL3546249
CHEMBL3103202,,CHEMBL3546251
CHEMBL3218983,,CHEMBL3218983
CHEMBL3218990,,CHEMBL3218990
CHEMBL3218988,,CHEMBL3218988
CHEMBL3218984,,CHEMBL3218984
CHEMBL3218991,,CHEMBL3218991
CHEMBL3218979,,CHEMBL3218979
CHEMBL3218979,,CHEMBL3218979
CHEMBL3218979,,CHEMBL3218979
CHEMBL98883,,CHEMBL98883
CHEMBL3218980,,CHEMBL3218980
CHEMBL3218993,,CHEMBL3218993
CHEMBL3218992,,CHEMBL3218992
CHEMBL3218994,,CHEMBL3218994
CHEMBL3218981,,CHEMBL3218981
CHEMBL3218982,,CHEMBL3218982
CHEMBL3218987,,CHEMBL3218987
CHEMBL3218989,,CHEMBL3218989
CHEMBL3218985,,CHEMBL3218985
CHEMBL3218986,,CHEMBL3218986
CHEMBL408867,[11C]SA4503,CHEMBL408867
CHEMBL3220543,,CHEMBL3220543
CHEMBL3220583,,CHEMBL3220583
CHEMBL3220582,,CHEMBL3220582
CHEMBL294144,,CHEMBL294144
CHEMBL1927694,,CHEMBL1927694
CHEMBL3235107,,CHEMBL3235107
CHEMBL64683,,CHEMBL64683
CHEMBL3235106,,CHEMBL3235106
CHEMBL60048,,CHEMBL60048
CHEMBL62994,,CHEMBL62994
CHEMBL59713,,CHEMBL59713
CHEMBL291439,,CHEMBL291439
CHEMBL64176,,CHEMBL64176
CHEMBL64261,,CHEMBL64261
CHEMBL64260,,CHEMBL64260
CHEMBL3235466,,CHEMBL3235466
CHEMBL3235467,,CHEMBL3235467
CHEMBL3235468,,CHEMBL3235468
CHEMBL2111685,,CHEMBL2111685
CHEMBL222287,IBOGAINE,CHEMBL222287
CHEMBL45951,,CHEMBL45951
CHEMBL2030624,,CHEMBL2030624
CHEMBL481418,,CHEMBL481418
CHEMBL61479,SIRAMESINE,CHEMBL61479
CHEMBL3233524,,CHEMBL3233524
CHEMBL3233525,,CHEMBL3233525
CHEMBL3233526,,CHEMBL3233526
CHEMBL3233527,,CHEMBL3233527
CHEMBL3233528,,CHEMBL3233528
CHEMBL3233529,,CHEMBL3233529
CHEMBL3104856,,CHEMBL3104856
CHEMBL3104857,,CHEMBL3104857
CHEMBL3233530,,CHEMBL3233530
CHEMBL3233531,,CHEMBL3233531
CHEMBL3233532,,CHEMBL3233532
CHEMBL3233533,,CHEMBL3233533
CHEMBL3233535,,CHEMBL3233535
CHEMBL3233536,,CHEMBL3233536
CHEMBL3233537,,CHEMBL3233537
CHEMBL60542,(+)-PENTAZOCINE,CHEMBL60542
CHEMBL54,HALOPERIDOL,CHEMBL54
CHEMBL282433,DITOLYLGUANIDINE,CHEMBL282433
CHEMBL3233524,,CHEMBL3233524
CHEMBL3233534,,CHEMBL3233534
CHEMBL3233535,,CHEMBL3233535
CHEMBL3233534,,CHEMBL3233534
CHEMBL1455766,,CHEMBL1455766
CHEMBL1713967,,CHEMBL1713967
CHEMBL3262794,,CHEMBL3262794
CHEMBL3262795,,CHEMBL3262795
CHEMBL61479,SIRAMESINE,CHEMBL61479
CHEMBL53325,,CHEMBL53325
CHEMBL3289656,,CHEMBL3289656
CHEMBL3289656,,CHEMBL3289656
CHEMBL3360574,,CHEMBL3360574
CHEMBL3360573,,CHEMBL3360573
CHEMBL3360572,,CHEMBL3360572
CHEMBL3360571,,CHEMBL3360571
CHEMBL3360570,,CHEMBL3360570
CHEMBL3360569,,CHEMBL3360569
CHEMBL3360568,,CHEMBL3360568
CHEMBL3360567,,CHEMBL3360567
CHEMBL3360566,,CHEMBL3360566
CHEMBL3360565,,CHEMBL3360565
CHEMBL3360564,,CHEMBL3360564
CHEMBL3360563,,CHEMBL3360563
CHEMBL3360562,,CHEMBL3360562
CHEMBL3360561,,CHEMBL3360561
